"","prolific_id","message_framing","nudge","letter","allocated_wild_300","allocated_uk_300","alt","sympathy","behaviour","sufficiency","financial","flood","climate_change","climate_scores","social_norm","social_norm_donation","ego","efficacy","finance_security","experience","connectedness","gender","age","ethnicity","other_ethn","education","MD_index","education_rank"
"1","59f7876cbe9c0c0001486c7d","biodiversity","present","B",0.333333333333333,0.333333333333333,0.333333333333333,1.34512002028186,-0.888132255393086,19,2.03293521011079,0,9,-0.562735436631414,2.03682634498457,3,-1.08260056449976,16,5.75,-0.388939090041967,5.16666666666667,"(3) Male",59.5,"(1) White or Caucasian","0","(2) O-level/GCSE or equivalent including vocational equivalents",10,2
"2","5a57e4f7acc75b00017a2dcd","biodiversity","present","B",0.333333333333333,0.333333333333333,0.333333333333333,1.5157275684061,1.46157866543122,11,1.07475925634295,0,1,-1.51453031990726,0.959686181862792,10,-1.68758442332815,15,12.5,1.62057237821192,5.5,"(1) Female",21,"(2) Other","0","(4) Undergraduate degree",1,4
"3","5e3fd6c0598f3f215c110c59","es-local","absent","C",0.333333333333333,0.333333333333333,0.333333333333333,1.5157275684061,2.70306147226519,20,1.07475925634295,0,1,-1.5221718344293,2.39587306602516,20,-1.8050838605559,20,3.5,2.26796917350667,6.66666666666667,"(1) Female",39.5,"(2) Other","0","(4) Undergraduate degree",7,4
"4","5c7dd8e0665aaa001230a6c7","biodiversity","absent","A",0.5,0.333333333333333,0.166666666666667,1.00390492403337,1.87938961039326,13,1.00225832148119,0,3,-1.29653414143824,0.751777400473302,20,0.529871847109327,10,17.5,-2.91294156481914,3.83333333333333,"(1) Female",49.5,"(2) Other","0","(4) Undergraduate degree",9,4
"5","5e968e6744b6d010b16540a4","es-global","present","F",0.833333333333333,0.166666666666667,0,1.5157275684061,1.14405433082531,9,1.67043053580199,0,16,0.375569448462078,0.406002306336794,10,3.21732586645781,12,10,-0.598848631742632,6,"(3) Male",21,"(2) Other","0","(3) A-level or equivalent including vocational equivalents",3,3
"6","5c4867155707c80001efd958","es-local","present","D",0.333333333333333,0.5,0.166666666666667,0.833297375909132,1.22188626838096,15,2.29452038240943,0,0,-1.63499068092482,2.23146349946997,15,-1.65383789584881,18,13,0.422730245704686,5.16666666666667,"(3) Male",29.5,"(2) Other","0","(4) Undergraduate degree",1,4
"7","5b9bb0fde43a4800019b52b5","es-local","present","D",0.166666666666667,0.5,0.333333333333333,-0.0580865060970022,1.57218429288414,15,1.52470140758309,0,34,2.41565313222995,-0.251635959883949,40,-0.780108635085569,11,3,-0.874342879845159,4.5,"(1) Female",59.5,"(2) Other","0","(1) None of the above",3,1
"8","5d43741ca3ad410001fe3b52","es-global","absent","E",0.166666666666667,0.333333333333333,0.5,0.610451405407598,2.19817883879692,14,3.34086107160398,0,4,-1.13871767397369,0.959686181862792,50,-1.53633845862106,18,13.75,0.750142686400336,5,"(3) Male",39.5,"(2) Other","0","(4) Undergraduate degree",4,4
"9","5c87984a35584100150cf507","biodiversity","absent","A",0.333333333333333,0.333333333333333,0.333333333333333,-0.00584808371971074,1.89507478615929,16,0.675276856107897,0,12,-0.205600843921335,1.67777962394398,20,-1.73759080559721,19,0.5,1.62057237821192,5.83333333333333,"(3) Male",59.5,"(2) Other","0","(4) Undergraduate degree",5,4
"10","5e0f6712082675669389cafd","es-global","absent","E",0.333333333333333,0.333333333333333,0.333333333333333,1.5157275684061,1.79633277183159,17,1.14726019120471,0,10,-0.506802215969548,-1.19459414438076,5,1.70486621938684,10,6,-0.114002255476074,5.5,"(1) Female",59.5,"(2) Other","0","(5) Higher degree",5,5
"11","5d36c5f8eddb880016f23ed7","es-local","absent","C",0.5,0.5,0,-1.08173179484245,1.97267151832026,10,1.67043053580199,0,36,2.71260801393556,0.630867048752421,10,-0.22635797642616,18,7.75,0.682835858574779,5.16666666666667,"(1) Female",49.5,"(2) Other","0","(5) Higher degree",3,5
